6
673
id	astId	startLong	startLat	endLong	endLat
string	int	float	float	float	float
astline_1_0	1	2.0970800000000001	29.09056	9.8320799999999995	30.86083
astline_1_1	1	9.8320799999999995	30.86083	17.432919999999999	35.620559999999998
astline_1_2	1	30.975000000000001	42.329720000000002	17.432919999999999	35.620559999999998
astline_1_3	1	17.432919999999999	35.620559999999998	14.188330000000001	38.49944
astline_1_4	1	14.188330000000001	38.49944	12.453329999999999	41.078890000000001
astline_2_0	2	156.78792000000001	-31.067779999999999	149.71791999999999	-35.891109999999998
astline_3_0	3	221.965	-79.044719999999998	248.36250000000001	-78.897220000000004
astline_3_1	3	248.36250000000001	-78.897220000000004	250.76917	-77.517499999999998
astline_4_0	4	298.82832999999999	6.4066700000000001	297.69583	8.8683300000000003
astline_4_1	4	297.69583	8.8683300000000003	296.565	10.613329999999999
astline_4_2	4	297.69583	8.8683300000000003	291.37457999999998	3.1147200000000002
astline_4_3	4	291.37457999999998	3.1147200000000002	298.11833000000001	1.00556
astline_4_4	4	302.82625000000002	-0.82138999999999995	298.11833000000001	1.00556
astline_4_5	4	291.37457999999998	3.1147200000000002	286.35250000000002	13.863329999999999
astline_4_6	4	286.35250000000002	13.863329999999999	284.90582999999998	15.06833
astline_4_7	4	291.37457999999998	3.1147200000000002	286.56207999999998	-4.8825000000000003
astline_5_0	5	322.88958000000002	-5.57111	331.44583	-0.31972
astline_5_1	5	331.44583	-0.31972	335.41417000000001	-1.3872199999999999
astline_5_2	5	335.41417000000001	-1.3872199999999999	337.20708000000002	-2.0279999999999999E-2
astline_5_3	5	337.20708000000002	-2.0279999999999999E-2	338.83917000000002	-0.11749999999999999
astline_5_4	5	338.83917000000002	-0.11749999999999999	343.15375	-7.57972
astline_5_5	5	343.15375	-7.57972	348.97291999999999	-9.0877800000000004
astline_5_6	5	348.97291999999999	-9.0877800000000004	350.74250000000001	-20.100560000000002
astline_5_7	5	331.44583	-0.31972	334.20832999999999	-7.7833300000000003
astline_5_8	5	334.20832999999999	-7.7833300000000003	331.60917000000001	-13.869719999999999
astline_5_9	5	334.20832999999999	-7.7833300000000003	337.66167000000002	-10.67806
astline_5_10	5	337.66167000000002	-10.67806	342.39792	-13.592499999999999
astline_5_11	5	342.39792	-13.592499999999999	343.66250000000002	-15.820830000000001
astline_5_12	5	343.66250000000002	-15.820830000000001	347.36167	-21.172499999999999
astline_5_13	5	311.91917000000001	-9.4958299999999998	322.88958000000002	-5.57111
astline_6_0	6	271.65791999999999	-50.091670000000001	262.96042	-49.876109999999997
astline_6_1	6	262.96042	-49.876109999999997	254.655	-55.990279999999998
astline_6_2	6	254.655	-55.990279999999998	252.44624999999999	-59.04139
astline_6_3	6	252.44624999999999	-59.04139	262.77458000000001	-60.683889999999998
astline_6_4	6	262.77458000000001	-60.683889999999998	261.34832999999998	-56.377499999999998
astline_6_5	6	261.34832999999998	-56.377499999999998	261.32499999999999	-55.53
astline_6_6	6	261.32499999999999	-55.53	271.65791999999999	-50.091670000000001
astline_7_0	7	42.495829999999998	27.260560000000002	31.793330000000001	23.462499999999999
astline_7_1	7	31.793330000000001	23.462499999999999	28.66	20.808060000000001
astline_7_2	7	28.66	20.808060000000001	28.3825	19.293610000000001
astline_8_0	8	89.930419999999998	37.212499999999999	89.882080000000002	44.947499999999998
astline_8_1	8	89.882080000000002	44.947499999999998	79.172499999999999	45.998060000000002
astline_8_2	8	79.172499999999999	45.998060000000002	75.619579999999999	41.075830000000003
astline_8_3	8	75.619579999999999	41.075830000000003	74.248329999999996	33.166110000000003
astline_8_4	8	81.572919999999996	28.607500000000002	74.248329999999996	33.166110000000003
astline_8_5	8	81.572919999999996	28.607500000000002	89.930419999999998	37.212499999999999
astline_9_0	9	220.28708	13.72833	213.91542000000001	19.182500000000001
astline_9_1	9	213.91542000000001	19.182500000000001	221.24666999999999	27.074999999999999
astline_9_2	9	221.24666999999999	27.074999999999999	228.87583000000001	33.314720000000001
astline_9_3	9	228.87583000000001	33.314720000000001	225.48667	40.390560000000001
astline_9_4	9	225.48667	40.390560000000001	218.01957999999999	38.308329999999998
astline_9_5	9	218.01957999999999	38.308329999999998	217.95750000000001	30.371390000000002
astline_9_6	9	217.95750000000001	30.371390000000002	213.91542000000001	19.182500000000001
astline_9_7	9	213.91542000000001	19.182500000000001	208.67124999999999	18.397780000000001
astline_9_8	9	208.67124999999999	18.397780000000001	207.36917	15.797779999999999
astline_10_0	10	67.708749999999995	-44.953890000000001	70.140420000000006	-41.863889999999998
astline_10_1	10	70.140420000000006	-41.863889999999998	70.514579999999995	-37.144440000000003
astline_11_0	11	52.26708	59.940280000000001	59.356250000000003	63.072220000000002
astline_11_1	11	59.356250000000003	63.072220000000002	73.512500000000003	66.342780000000005
astline_11_2	11	52.26708	59.940280000000001	57.589579999999998	71.332220000000007
astline_11_3	11	57.589579999999998	71.332220000000007	73.512500000000003	66.342780000000005
astline_11_4	11	57.589579999999998	71.332220000000007	80.639579999999995	79.231110000000001
astline_12_0	12	304.51375000000002	-12.54472	305.25292000000002	-14.78139
astline_12_1	12	305.25292000000002	-14.78139	316.48667	-17.232780000000002
astline_12_2	12	316.48667	-17.232780000000002	320.56166999999999	-16.834440000000001
astline_12_3	12	320.56166999999999	-16.834440000000001	325.02292	-16.662220000000001
astline_12_4	12	325.02292	-16.662220000000001	326.76	-16.127220000000001
astline_12_5	12	320.56166999999999	-16.834440000000001	321.66667000000001	-22.411390000000001
astline_12_6	12	321.66667000000001	-22.411390000000001	316.48667	-17.232780000000002
astline_12_7	12	305.25292000000002	-14.78139	311.52375000000001	-25.27083
